Source,Target,Type,Industry
451379577,bedriftsøkonomi,Undirected,IT
451379577,digitalisering,Undirected,IT
451369906,kunstig intelligens,Undirected,Bank
451369906,regulatory compliance,Undirected,Bank
451365902,analysere data,Undirected,Bank
451365902,data engineering,Undirected,Bank
451365902,forskrifter,Undirected,Bank
451365902,kunstig intelligens,Undirected,Bank
451365902,risikostyring,Undirected,Bank
451365902,teknologiledelse,Undirected,Bank
451335272,c# (programmeringsspråk),Undirected,IT
451335272,support / brukerstøtte,Undirected,IT
451310017,amazon web services (aws),Undirected,Internettbaserte tjenester
451310017,application programming interfaces (apis),Undirected,Internettbaserte tjenester
451310017,c# (programmeringsspråk),Undirected,Internettbaserte tjenester
451310017,rest (api),Undirected,Internettbaserte tjenester
450725303,azure ad,Undirected,Telekommunikasjon
450725303,ci/cd (continuous integration and continuous delivery),Undirected,Telekommunikasjon
450725303,dataprogrammering,Undirected,Telekommunikasjon
450725303,go,Undirected,Telekommunikasjon
450725303,infrastructure as code (iac),Undirected,Telekommunikasjon
450725303,k8s,Undirected,Telekommunikasjon
450725303,kjennskap til skyplattformer,Undirected,Telekommunikasjon
450725303,programmeringsspråk,Undirected,Telekommunikasjon
450641304,airflow,Undirected,IT
450641304,azure ad,Undirected,IT
450641304,ci/cd (continuous integration and continuous delivery),Undirected,IT
450641304,data modeling,Undirected,IT
450641304,dataintegrasjonsprosesser,Undirected,IT
450641304,devops,Undirected,IT
450641304,python (dataprogrammering),Undirected,IT
450464980,apache spark,Undirected,IT
450464980,azure ad,Undirected,IT
450464980,data engineering,Undirected,IT
450464980,data modeling,Undirected,IT
450464980,nosql,Undirected,IT
450464980,sql,Undirected,IT
450307684,digitalisering,Undirected,Internettbaserte tjenester
450307684,ikt-støtte,Undirected,Internettbaserte tjenester
450307684,prosjektledelse,Undirected,Internettbaserte tjenester
450250575,c# (programmeringsspråk),Undirected,IT
450250575,java (programmeringsspråk),Undirected,IT
449499733,computer vision,Undirected,IT
449499733,cuda (compute unified device architecture),Undirected,IT
449499733,deep learning,Undirected,IT
449499733,maskinlæring,Undirected,IT
449499733,python scripting,Undirected,IT
449628522,kvalitetssikring,Undirected,IT - programvare
449628522,prosjekteringsledelse,Undirected,IT - programvare
449697339,ingeniørkunst,Undirected,IT
449697339,support / brukerstøtte,Undirected,IT
417771566,norsk,Undirected,kunnskap innen varme
417771566,systemoptimering,Undirected,kunnskap innen varme
394519972,forskrifter,Undirected,Drift og vedlikeholdstjenester
394519972,servicearbeid,Undirected,Drift og vedlikeholdstjenester
449325828,bokføring,Undirected,Helse og omsorg
449325828,erp-systemer,Undirected,Helse og omsorg
449325828,finansiell rapportering,Undirected,Helse og omsorg
449325828,finansiell revisjon,Undirected,Helse og omsorg
449325828,internkontroll,Undirected,Helse og omsorg
449325828,internprising,Undirected,Helse og omsorg
449325828,konsolidert finansregnskap,Undirected,Helse og omsorg
449325828,rapportering,Undirected,Helse og omsorg
454089141,brukbarhetstesting,Undirected,HR
454089141,interaksjonsdesign,Undirected,HR
454089141,norsk,Undirected,HR
454070770,analysere data,Undirected,Kraft og energi
454070770,norsk,Undirected,Kraft og energi
453727614,disaster recovery (ikt),Undirected,Farmasi og legemiddel
453727614,it infrastructure management,Undirected,Farmasi og legemiddel
453727614,operating system (ict),Undirected,Farmasi og legemiddel
453727614,servicenow,Undirected,Farmasi og legemiddel
452975697,kjennskap til skyplattformer,Undirected,Bank
452975697,kunnskap om relevante lover og forskrifter,Undirected,Bank
452975697,produktkø (product backlog),Undirected,Bank
452975697,risikostyring,Undirected,Bank
452819595,backend webutvikling,Undirected,Butikk og varehandel
452819595,data modeling,Undirected,Butikk og varehandel
452819595,python (dataprogrammering),Undirected,Butikk og varehandel
452819595,software engineering,Undirected,Butikk og varehandel
452400981,behandle data,Undirected,IT
452400981,fullstack utvikler,Undirected,IT
452400981,moderne software-utvikling,Undirected,IT
452400981,programmeringsspråk,Undirected,IT
452400981,statistikk,Undirected,IT
452355966,analysere data,Undirected,Industri og produksjon
452355966,ingeniørarbeid,Undirected,Industri og produksjon
452355966,ingeniørkunst,Undirected,Industri og produksjon
452355966,power bi,Undirected,Industri og produksjon
452355966,python (dataprogrammering),Undirected,Industri og produksjon
452355966,sql,Undirected,Industri og produksjon
451659594,dataintegrasjonsprosesser,Undirected,IT
451659594,development of data pipelines,Undirected,IT
451659594,go,Undirected,IT
451659594,sql,Undirected,IT
449813164,azure ad,Undirected,Helse og omsorg
449813164,devops,Undirected,Helse og omsorg
449813164,fullstack utvikler,Undirected,Helse og omsorg
449813164,k8s,Undirected,Helse og omsorg
449813164,postgresql,Undirected,Helse og omsorg
449813164,react.js,Undirected,Helse og omsorg
454947461,nettverksinfrastruktur,Undirected,Kraft og energi
454947461,operating system (ict),Undirected,Kraft og energi
454947461,user support,Undirected,Kraft og energi
454757266,bioingeniørfaglig kompetanse,Undirected,Forskning
454757266,molekylærbiologi,Undirected,Forskning
454757266,vitenskapelig forskning,Undirected,Forskning
454732952,automatisering,Undirected,Konsulent og rådgivning
454732952,general data protection regulation (gdpr),Undirected,Konsulent og rådgivning
454732952,gjennomføre kvalitative undersøkelser,Undirected,Konsulent og rådgivning
454732952,rapportering,Undirected,Konsulent og rådgivning
454064299,behersker root cause analysis,Undirected,IT
454064299,kybernetikk,Undirected,IT
454064299,python (dataprogrammering),Undirected,IT
454064299,robotikk,Undirected,IT
452949527,cybersikkerhet,Undirected,Forsvar og militær
452949527,disaster recovery (ikt),Undirected,Forsvar og militær
452949527,it infrastructure management,Undirected,Forsvar og militær
452949527,user support,Undirected,Forsvar og militær
452838356,modellering og simulering,Undirected,Forskning
452694619,azure ad,Undirected,Fiskeri og oppdrett
452694619,database,Undirected,Fiskeri og oppdrett
452694619,postgresql,Undirected,Fiskeri og oppdrett
452580084,automatisering,Undirected,Kraft og energi
452580084,detalj prosjektering/ engineering elektro,Undirected,Kraft og energi
452580084,ingeniørarbeid,Undirected,Kraft og energi
452537341,behandle data,Undirected,Forskning
452537341,datainnsamling og analyse,Undirected,Forskning
452537341,dyreforsøk,Undirected,Forskning
452390787,økologi,Undirected,Forskning
452390787,r,Undirected,Forskning
452390787,statistikk,Undirected,Forskning
451785536,datainnsamling og analyse,Undirected,Industri og produksjon
451785536,ingeniørarbeid,Undirected,Industri og produksjon
451785536,kvalitetssikring,Undirected,Industri og produksjon
451785536,utvikle brukergrensesnitt,Undirected,Industri og produksjon
451785536,utvikling av digitale verktøy,Undirected,Industri og produksjon
451320105,gjennomføre kvalitative undersøkelser,Undirected,Forskning
451320105,nordisk spåk,Undirected,Forskning
450909383,biologi,Undirected,Dyr og dyrehelse
450909383,epidemiologi,Undirected,Dyr og dyrehelse
450909383,økologi,Undirected,Dyr og dyrehelse
449780082,c++ (programming language),Undirected,Elektronikk
449780082,nettverkskonsepter,Undirected,Elektronikk
450277428,algoritmer,Undirected,Bank
450277428,ci/cd (continuous integration and continuous delivery),Undirected,Bank
450277428,it infrastructure library (itil),Undirected,Bank
450277428,jenkins (software),Undirected,Bank
450277428,nettverkskonsepter,Undirected,Bank
450277428,programvaredesign,Undirected,Bank
449499297,c++ (programming language),Undirected,IT
449499297,ci/cd (continuous integration and continuous delivery),Undirected,IT
449499297,computer vision,Undirected,IT
449499297,cuda (compute unified device architecture),Undirected,IT
449499297,database,Undirected,IT
449499297,deep learning,Undirected,IT
449643177,epidemiologi,Undirected,Forskning
449643177,økologi,Undirected,Forskning
449643177,r,Undirected,Forskning
449510201,ingeniørarbeid,Undirected,Matvareproduksjon og -industri
453720277,analysere data,Undirected,Fiskeri og oppdrett
453720277,budsjettarbeid,Undirected,Fiskeri og oppdrett
453720277,erp-systemer,Undirected,Fiskeri og oppdrett
453720277,rapportering,Undirected,Fiskeri og oppdrett
453720277,rapporteringsverktøy,Undirected,Fiskeri og oppdrett
453720277,sql,Undirected,Fiskeri og oppdrett
450440174,analysere data,Undirected,Ideelle organisasjoner
450440174,budsjettarbeid,Undirected,Ideelle organisasjoner
450440174,forretningsutvikling,Undirected,Ideelle organisasjoner
450440174,power bi,Undirected,Ideelle organisasjoner
450440174,rapportering,Undirected,Ideelle organisasjoner
450243933,analysere data,Undirected,Konsulent og rådgivning
450243933,bygge datadashboard,Undirected,Konsulent og rådgivning
450243933,kvalitetssikring av data,Undirected,Konsulent og rådgivning
450243933,logistikk,Undirected,Konsulent og rådgivning
450243933,microsoft excel,Undirected,Konsulent og rådgivning
450243933,power bi,Undirected,Konsulent og rådgivning
452691465,analysere data,Undirected,Forskning
452691465,dataanalyseverktøy,Undirected,Forskning
452691465,maskinlæring,Undirected,Forskning
452691465,statistikk,Undirected,Forskning
452541434,analysere data,Undirected,Forskning
452541434,gjennomføre kvalitative undersøkelser,Undirected,Forskning
452541434,maskinlæring,Undirected,Forskning
452541434,vitenskapelig forskning,Undirected,Forskning
